budget,id,language,popularity,release_date,revenue,runtime,status,title,vote_avg,vote_count,genres_1,genres_2,genres_3,genres_4,genres_5,pro_com_1,pro_com_2,pro_com_3,pro_com_4,pro_coun_1,pro_coun_2,pro_coun_3
0,114065,English,0.002386,20-03-2003,0,01:28,Released,Down & Out With The Dolls,0,0,,,,,,[],,,,,,
900000,89750,English,0.097913,11-09-2011,25000,01:37,Released,"Pink Ribbons, Inc.",6.8,6,,,,,,National Film Board of Canada (NFB),,,,,,
1200000,49951,English,0.047781,01-03-2007,0,01:25,Released,Certifiably Jonathan,0,0,,,,,,[],,,,,,
1344000,86331,French,20.422246,14-09-2011,0,01:43,Released,Desire,4.1,140,,,,,,Acajou Films,Rebel Rebel,Birka Holding,,,,
0,355629,English,0.021678,27-10-2013,0,01:38,Released,The Blade of Don Juan,0,0,,,,,,[],,,,,,
0,16433,English,1.998557,18-06-2003,0,01:28,Released,Grand Theft Parsons,6,11,,,,,,[],,,,,,
0,15544,English,8.148187,05-12-2008,0,01:28,Released,Extreme Movie,3.9,44,,,,,,FlipZide Pictures,,,,,,
1200000,43884,English,2.968235,20-10-1936,2736000,01:55,Released,The Charge of the Light Brigade,6.8,18,,,,,,Warner Bros.,,,,,,
0,107315,English,1.36514,22-10-2011,0,00:00,Released,Below Zero,4.4,12,,,,,,[],,,,,,
1200000,137955,English,0.057564,01-01-2012,0,01:24,Released,Crowsnest,4.8,12,,,,,,[],,,,,,
2600000,13064,English,8.001156,17-09-1993,2850263,01:31,Released,Airborne,6.1,20,,,,,,[],,,,,,
1200000,59917,English,1.079125,27-05-1970,0,01:37,Released,Cotton Comes to Harlem,6.7,13,,,,,,[],,,,,,
0,157422,English,1.906151,16-10-2015,0,01:31,Released,The Wicked Within,4.2,26,,,,,,After Dark Films,High Five Films,,,,,
0,310933,English,0.100533,01-06-2013,0,00:00,Released,Bleeding Hearts,2,1,,,,,,[],,,,,,
3000000,7553,English,10.230583,07-10-2005,18637690,01:34,Released,Waiting...,6.2,237,,,,,,L.I.F.T. Production,Eden Rock Media,,,,,
0,12877,English,12.818441,29-09-2004,0,01:30,Released,Dead Man's Shoes,7.2,151,,,,,,EM Media,Big Arty Productions,Film4,Warp Films,,,
1100000,39895,English,1.220072,25-09-1987,1400000,01:39,Released,From a Whisper to a Scream,6.8,15,,,,,,Conquest Productions,,,,,,
0,102840,English,0.014406,22-02-2002,0,00:00,Released,Sex With Strangers,5,1,,,,,,[],,,,,,
1596010,55616,English,0.552361,28-02-2002,0,01:15,Released,Dracula: Pages from a Virgin's Diary,6.9,8,,,,,,Canadian Broadcasting Corporation (CBC),Dracula Productions Inc.,Vonnie Von Helmolt Film,,,,
0,29697,English,0.147886,27-10-2006,0,01:37,Released,Faith Like Potatoes,6,9,,,,,,Global Creative Studios,,,,,,
1100000,50037,English,7.717237,03-12-2010,0,01:50,Released,Beyond the Black Rainbow,5.7,77,,,,,,Chromewood Productions,,,,,,
1100000,94329,Indonesian,40.285095,08-09-2011,4105187,01:41,Released,The Raid,7.3,1055,,,,,,Celluloid Dreams,Pt. Merantau Films,XYZ Films,,,,
0,53502,English,0.249457,13-05-2010,0,01:30,Released,The Dead Undead,3.1,6,,,,,,[],,,,,,
0,202604,English,0.447166,29-05-2013,0,00:00,Released,The Vatican Exorcisms,4.4,11,,,,,,[],,,,,,
878000,289,English,43.729123,26-11-1942,10462500,01:42,Released,Casablanca,7.9,1422,,,,,,Warner Bros.,,,,,,
0,27374,English,4.653047,17-06-2008,0,01:24,Released,Lake Mungo,6.1,90,,,,,,Mungo Productions,,,,,,
1250000,26815,Hindi,3.000435,11-12-2009,0,02:36,Released,Rocket Singh: Salesman of the Year,7,27,,,,,,Yash Raj Films,,,,,,
1000000,811,English,11.095414,09-03-1972,0,01:29,Released,Silent Running,6.3,177,,,,,,Universal Pictures,Trumbull/Gruskoff Productions,,,,,
1000000,1366,English,72.19808,21-11-1976,117235147,01:59,Released,Rocky,7.5,1791,,,,,,United Artists,,,,,,
0,244776,English,0.926084,20-01-2014,0,01:32,Released,The Sleepwalker,4.1,7,,,,,,Tandem Pictures,4 1/2 Film,,,,,
1000000,5769,English,2.833166,06-10-1963,37600000,02:08,Released,Tom Jones,6.1,39,,,,,,Woodfall Film Productions,,,,,,
1000000,277685,English,41.972329,17-04-2015,62882090,01:22,Released,Unfriended,5.5,1047,,,,,,Bazelevs Production,Blumhouse Productions,,,,,
1300000,103,English,58.845025,07-02-1976,28262574,01:54,Released,Taxi Driver,8,2535,,,,,,Columbia Pictures Corporation,Italo/Judeo Productions,Bill/Phillips,,,,
1000000,11298,English,6.532855,03-04-1981,17985893,01:31,Released,The Howling,6.4,161,,,,,,AVCO Embassy Pictures,International Film Investors,Wescom Productions,,,,
950000,646,English,48.901542,04-10-1962,59600000,01:50,Released,Dr. No,6.9,940,,,,,,United Artists,Eon Productions,,,,,
0,93856,English,20.649145,24-05-2012,18112929,01:28,Released,Chernobyl Diaries,4.9,483,,,,,,Alcon Entertainment,FilmNation Entertainment,Oren Peli / Brian Witten Pictures,,,,
1000000,9003,English,22.583834,11-09-1987,14564027,01:34,Released,Hellraiser,6.9,449,,,,,,New World Pictures,Cinemarque Entertainment BV,Film Futures,Rivdel Films,,,
5000000,347126,English,6.96858,01-04-2016,23507567,02:01,Released,God's Not Dead 2,5.7,72,,,,,,Pure Flix Productions,,,,,,
1000000,10092,English,6.926926,16-09-2005,10047674,01:30,Released,Cry_Wolf,5.6,126,,,,,,Universal Pictures,,,,,,
1000000,10643,Japanese,3.322721,11-12-1999,10037390,01:47,Released,Godzilla 2000,5.9,43,,,,,,Toho Film (Eiga) Co. Ltd.,,,,,,
3500000,46705,English,26.881611,27-12-2010,16566240,01:52,Released,Blue Valentine,6.9,890,,,,,,Hunting Lane Films,Silverwood Films,Incentive Filmed Entertainment,Chrysler Corporation,,,
1000000,546,English,9.773398,23-12-2005,13350369,01:43,Released,Transamerica,6.9,144,,,,,,IFC Films,The Weinstein Company,,,,,
1000000,76487,English,13.152822,06-01-2012,101758490,01:23,Released,The Devil Inside,4.6,262,,,,,,Room 101,Prototype,,,,,
2090000,5722,English,4.289003,17-07-1970,40000000,01:49,Released,Beyond the Valley of the Dolls,6.6,53,,,,,,Twentieth Century Fox Film Corporation,,,,,,
1000000,39833,English,1.444258,15-11-1956,9000000,01:29,Released,Love Me Tender,5.5,21,,,,,,Twentieth Century Fox Film Corporation,,,,,,
1000000,1781,English,14.139004,24-01-2006,46243000,01:40,Released,An Inconvenient Truth,6.7,251,,,,,,Lawrence Bender Productions,Paramount Classics,Participant Media,,,,
1000000,18712,English,3.851,14-12-1949,7800000,01:40,Released,Sands of Iwo Jima,6.2,33,,,,,,Republic Pictures (I),,,,,,
0,7944,English,2.162522,07-02-2008,0,02:02,Released,Shine a Light,7.2,44,,,,,,Concert Promotion International,Shangri-La Entertainment,,,,,
5000000,171424,English,17.845161,04-09-2014,6833445,01:40,Released,The Green Inferno,5,349,,,,,,Worldview Entertainment,Dragonfly Entertainment,Sobras International Pictures,Top Hat Releasing,,,
0,361475,English,0.42583,20-05-2016,0,01:49,Released,Departure,7.5,12,,,,,,British Film Institute (BFI),Amaro Films,Connectic Studio,Motion Group Pictures,,,
1000000,113947,English,9.115486,02-05-2012,9138338,01:38,Released,The Sessions,6.6,179,,,,,,Rhino Films,Such Much Films,,,,,
0,18570,English,15.017162,07-09-2008,0,01:34,Released,"Food, Inc.",7.4,217,,,,,,Magnolia Pictures,,,,,,
0,83860,English,1.86221,30-10-2011,5355847,01:47,Released,October Baby,6.8,35,,,,,,[],,,,,,
0,41469,English,1.334481,21-08-1998,0,01:36,Released,Next Stop Wonderland,6,20,,,,,,[],,,,,,
0,244772,English,15.699363,18-01-2014,5284309,01:30,Released,The Skeleton Twins,6.7,292,,,,,,Duplass Brothers Productions,Venture Forth,,,,,
0,50837,English,17.806082,21-10-2011,3538446,01:41,Released,Martha Marcy May Marlene,6.7,277,,,,,,Cunningham & Maybach Films,FilmHaven Entertainment,BorderLine Films,This Is That Productions,,,
0,248774,English,10.12895,06-06-2014,3123963,01:23,Released,Obvious Child,6.7,187,,,,,,Sundial Pictures,Votiv Films,Rooks Nest Entertainment,A24,,,
0,10183,English,4.805651,01-08-2008,0,01:37,Released,Frozen River,6.7,99,,,,,,Cohen Media Group,Harwood Hunt Productions,,,,,
1000000,159014,English,5.247956,14-06-2013,0,01:29,Released,20 Feet from Stardom,7.4,85,,,,,,Tremolo Productions,,,,,,
1000000,32456,English,4.86805,07-09-1997,2057193,01:24,Released,Two Girls and a Guy,5.4,24,,,,,,Fox Searchlight Pictures,,,,,,
0,49963,English,0.367312,17-07-1996,0,01:26,Released,Walking and Talking,6.6,7,,,,,,Channel Four Films,Pandora Filmproduktion,Zenith Entertainment,Good Machine,,,
1000000,13508,English,5.323184,04-08-2006,1678874,01:32,Released,Who Killed the Electric Car?,7.2,59,,,,,,Electric Entertainment,Plinyminor,Papercut Films,,,,
1000000,22597,English,3.424158,01-02-2000,1744858,01:34,Released,The Broken Hearts Club: A Romantic Comedy,6.3,25,,,,,,[],,,,,,
1000000,9707,English,9.954848,09-06-2002,0,01:32,Released,Bubba Ho-tep,6.7,191,,,,,,MGM,Silver Sphere Corporation,,,,,
1,37532,English,0.29245,07-10-1998,0,01:40,Released,Slam,6.7,7,,,,,,[],,,,,,
1000000,26791,English,0.280083,30-03-2001,852206,01:59,Released,Brigham City,7.3,4,,,,,,Main Street Movie Company,,,,,,
1000000,56666,Hindi,0.043023,08-09-2000,623791,02:50,Released,Fiza,6.1,7,,,,,,[],,,,,,
1000000,8675,English,5.06516,06-09-1997,0,01:34,Released,Orgazmo,6.2,115,,,,,,Kuzui Enterprises,Avenging Conscience,Focus Features,,,,
0,13132,English,3.65924,01-08-2003,0,01:48,Released,All the Real Girls,5.9,30,,,,,,Sony Pictures Classics,,,,,,
0,47686,English,0.948316,01-01-1997,0,01:37,Released,Dream with the Fishes,7.7,10,,,,,,[],,,,,,
1000000,46989,English,0.672695,11-01-2002,464000,01:32,Released,Blue Car,6.7,13,,,,,,[],,,,,,
0,192132,English,16.570708,09-05-2014,0,01:40,Released,Palo Alto,6.4,348,,,,,,Tribeca Film,,,,,,
0,24424,Hebrew,0.51799,17-09-2009,0,02:00,Released,Ajami,6.8,27,,,,,,ARTE,Inosan,Das Kleine Fernsehspiel (ZDF),Twenty Twenty Vision Filmproduktion GmbH,,,
0,13198,English,8.542921,24-01-2006,0,01:28,Released,Wristcutters: A Love Story,6.7,160,,,,,,No Matter Pictures,,,,,,
0,244267,English,37.555398,18-07-2014,336472,01:46,Released,I Origins,7.5,1063,,,,,,Verisimilitude,Bersin Pictures,WeWork Studios,,,,
1000000,21413,English,5.20209,22-08-2003,0,01:19,Released,The Battle of Shaker Heights,5.6,17,,,,,,Miramax Films,LivePlanet,,,,,
1000000,123678,Indonesian,8.887411,31-08-2012,444575,01:55,Released,The Act of Killing,7.5,210,,,,,,Spring Films,Final Cut for Real,Piraya Film A/S,Novaya Zemlya,,,
1000000,13362,English,0.748565,30-04-2007,274661,01:46,Released,Taxi to the Dark Side,6.6,53,,,,,,Jigsaw Productions,,,,,,
1000000,39183,English,0.436148,01-01-2006,0,01:37,Released,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,3,,,,,,[],,,,,,
0,62402,English,0.030253,24-09-2004,0,02:00,Released,Guiana 1838,2.8,3,,,,,,[],,,,,,
0,206412,English,0.690089,14-05-2000,0,01:30,Released,Lisa Picard Is Famous,4,1,,,,,,[],,,,,,
1000000,201132,English,1.883947,05-09-2013,0,01:32,Released,Antarctica: A Year on Ice,7.2,29,,,,,,Antzworks,,,,,,
650000,251471,English,1.631274,31-07-2015,0,01:33,Released,A LEGO Brickumentary,6.4,55,,,,,,Global Emerging Markets (GEM),HeLo,,,,,
1000000,112456,English,0.341461,01-06-2012,0,01:54,Released,Hardflip,4.7,5,,,,,,[],,,,,,
0,20296,English,0.887821,16-09-2005,0,03:20,Released,Chocolate: Deep Dark Secrets,3.4,6,,,,,,[],,,,,,
0,25983,English,8.628485,25-04-2009,0,01:35,Released,The House of the Devil,6,197,,,,,,Glass Eye Pix,MPI Media Group,,,,,
0,66195,English,6.507094,01-07-2010,14870,01:33,Released,The Perfect Host,6.2,135,,,,,,Splendid Film,,,,,,
0,16155,English,1.190729,17-08-1998,0,01:28,Released,Safe Men,6.3,16,,,,,,October Films,Andell Entertainment,Blue Guitar Films,,,,
1000000,46727,English,0.340019,11-02-1999,0,01:44,Released,Speedway Junky,5.2,7,,,,,,Golan-Globus Productions,Powers That Be Pictures,"Magic Entertainment, Inc.",Miracle Entertainment,,,
0,55180,English,0.678475,23-09-1998,0,01:38,Released,The Last Big Thing,6,3,,,,,,Byronic Pose Productions,,,,,,
0,29015,English,9.055447,22-09-2000,0,01:22,Released,The Specials,5.5,11,,,,,,Brillstein-Grey Entertainment,Mindfire Entertainment,,,,,
0,91122,English,0.108468,19-09-2009,0,01:58,Released,16 to Life,4.4,5,,,,,,Duck Farm Films,,,,,,
1000000,18206,English,2.175696,28-04-2006,10018,01:18,Released,Alone With Her,6.2,20,,,,,,The Weinstein Company,Pin Hole Productions LLC,,,,,
1000000,320146,English,1.50211,11-03-2016,0,01:37,Released,Creative Control,5.4,25,,,,,,Ghost Robot,Greencard Pictures,Mathematic,,,,
1000000,13856,English,1.260314,30-01-2006,7202,01:21,Released,Special,6.6,32,,,,,,Rival Pictures,,,,,,
0,219716,English,0.547654,19-03-1999,0,01:36,Released,Sparkler,0,1,,,,,,[],,,,,,
0,43630,English,0.0206,01-01-2005,0,01:37,Rumored,The Helix... Loaded,4.8,2,,,,,,[],,,,,,
0,56491,English,0.429587,21-04-2006,0,01:28,Released,In Her Line of Fire,3.3,9,,,,,,[],,,,,,
0,99826,English,0.098351,16-01-2002,0,01:36,Released,The Jimmy Show,8,1,,,,,,Next Wednesday Productions,,,,,,
1000000,186935,Spanish,3.629777,09-08-2013,0,01:45,Released,Heli,6.2,32,,,,,,Mantarraya Producciones,No Dream Cinema,Lemming Film,Le Pacte,,,
0,357441,English,0.060003,31-07-2015,0,00:00,Released,Karachi se Lahore,8,1,,,,,,[],,,,,,
900000,19344,English,7.145832,08-03-2006,0,01:16,Released,Loving Annabelle,6.4,55,,,,,,Big Easy Pictures,Divine Light Pictures,,,,,
1000000,242083,English,3.638411,21-01-2014,0,01:36,Released,Hits,4.9,23,,,,,,Honora Productions,Brooks Media,,,,,
0,18869,English,1.255771,01-01-2006,0,01:39,Released,Jimmy and Judy,5.4,8,,,,,,[],,,,,,
0,26673,English,0.783842,01-01-2009,0,01:24,Released,Frat Party,3.5,4,,,,,,SuperMassive Films,,,,,,
0,41830,English,0.118324,22-04-1965,0,01:34,Released,The Party's Over,6.1,6,,,,,,Tricastle,,,,,,
0,37694,English,0.023681,02-07-2004,0,01:27,Released,Proud,5.5,3,,,,,,[],,,,,,
0,63287,English,2.948576,20-06-2008,0,01:33,Released,The Poker House,6.1,47,,,,,,The Poker House,,,,,,
0,335874,English,0.243853,03-04-2015,0,01:30,Released,Childless,4.5,2,,,,,,[],,,,,,
0,34592,English,1.563711,01-01-2009,0,01:32,Released,ZMD: Zombies of Mass Destruction,4.7,31,,,,,,Splendid Film,,,,,,
1000000,92635,English,0.653495,16-03-2012,0,01:25,Released,Snow White: A Deadly Summer,4.8,11,,,,,,[],,,,,,
0,258755,Spanish,1.233688,03-10-2014,0,01:36,Released,Hidden Away,7.6,26,,,,,,Baleuko S.L.,Departamento de Cultura del Gobierno Vasco,Bitart New Media,,,,
1000000,96534,German,0.153625,11-06-2011,0,01:30,Released,My Last Day Without You,5.7,3,,,,,,[],,,,,,
0,21283,English,0.328498,19-05-2009,0,01:25,Released,Steppin: The Movie,5,4,,,,,,Triumphant Pictures,,,,,,
1000000,272724,English,0.4594,01-06-2014,0,01:24,Released,Doc Holliday's Revenge,3.2,3,,,,,,Rapid Heart Pictures,,,,,,
0,84178,English,7.207051,21-01-2012,0,01:23,Released,Black Rock,4.9,78,,,,,,Submarine Entertainment Distributors,LD Entertainment,,,,,
0,101179,English,6.679954,05-08-2012,0,01:35,Released,Truth or Dare,5.7,117,,,,,,Corona Pictures,,,,,,
0,52462,English,1.284741,17-05-2006,0,01:34,Released,The Pet,5.3,3,,,,,,[],,,,,,
1000000,269057,English,0.973323,08-09-2014,0,01:30,Released,Bang Bang Baby,6.6,8,,,,,,JoBro Productions & Film Finance,Scythia Films,,,,,
1,287524,English,1.859965,31-10-2014,0,01:35,Released,Fear Clinic,4,42,,,,,,Dry County Films,Anchor Bay Entertainment,Movie Machine,,,,
0,206213,English,3.418372,25-07-2013,0,01:33,Released,Zombie Hunter,3.5,34,,,,,,Arrowstorm Entertainment,The Klimax,,,,,
0,248402,English,0.65434,16-04-2014,0,01:30,Released,A Fine Step,4.1,7,,,,,,[],,,,,,
950000,29146,English,0.178689,23-09-1968,814666,01:43,Released,Charly,6.6,28,,,,,,ABC Pictures,Cinerama Releasing Corporation,,,,,
950000,207769,English,7.310879,26-08-2013,0,01:27,Released,Banshee Chapter,5.7,92,,,,,,Before the Door Pictures,Sunchaser Entertainment,Favorit Film,,,,
950000,271185,English,8.976128,19-04-2014,0,01:40,Released,Ask Me Anything,5.5,155,,,,,,Decipher Entertainment,Presque Isle Films,LA Publicity,Tait Productions,,,
0,29731,English,0.280829,01-01-2007,0,01:30,Released,And Then Came Love,5,1,,,,,,[],,,,,,
913000,292539,German,0.795698,26-04-2014,0,01:23,Released,Food Chains,7.4,8,,,,,,[],,,,,,
910000,654,English,16.015599,22-06-1954,9600000,01:48,Released,On the Waterfront,8,357,,,,,,Columbia Pictures,Horizon Pictures,,,,,
930000,91070,English,5.974156,18-06-2011,30905,01:40,Released,L!fe Happens,5.3,66,,,,,,Stardust Pictures,Dot Dot Dot Productions,,,,,
852510,2009,Romanian,9.270133,24-08-2007,1185783,01:53,Released,"4 Months, 3 Weeks and 2 Days",7.3,156,,,,,,Saga Film,Mobra Films,Mindshare Media,Centrul National al Cinematografiei (CNC),,,
0,323270,English,0.392658,27-10-2015,0,00:00,Released,The Horror Network Vol. 1,5,2,,,,,,[],,,,,,
950000,2652,English,25.918007,14-01-2005,7022209,01:43,Released,Hard Candy,6.8,701,,,,,,Vulcan Productions Inc.,,,,,,
900000,9813,English,4.0971,12-09-2005,381420,01:36,Released,The Quiet,6.1,73,,,,,,Destination Films,,,,,,
0,60421,Persian,2.34239,26-08-2011,0,01:47,Released,Circumstance,7.4,23,,,,,,A Space Between,Marakesh Films,Bago Pictures,,,,
0,157354,English,20.967146,25-07-2013,17385830,01:25,Released,Fruitvale Station,7.3,390,,,,,,Forest Whitaker's Significant Productions,OG Project,,,,,
0,127867,English,10.639774,08-09-2012,0,01:40,Released,The Brass Teapot,5.8,160,,,,,,Laundry Films,,,,,,
858000,3170,English,47.651878,14-08-1942,267447150,01:10,Released,Bambi,6.8,1405,,,,,,Walt Disney Productions,,,,,,
0,14014,English,0.957022,01-04-2007,0,01:28,Released,The Hammer,6.5,15,,,,,,Bentley Filmgroup,Eden Wurmfeld Films,Hammer The Movie,,,,
850000,15708,English,5.424916,10-07-2003,819939,01:47,Released,Latter Days,6.7,56,,,,,,TLA Releasing,,,,,,
0,146882,French,0.007254,11-04-2011,0,01:18,Released,Elza,0,0,,,,,,France T\u00e9l\u00e9vision,Aztec Musique,Canal Plus Overseas,,,,
1000000,215918,English,0.175885,31-12-2013,0,01:30,Released,1982,5,1,,,,,,[],,,,,,
850000,84200,English,14.238376,31-08-2012,1243961,01:25,Released,"For a Good Time, Call...",5.8,110,,,,,,AdScott Pictures,,,,,,
0,84184,English,9.436431,03-08-2012,3094813,01:31,Released,Celeste & Jesse Forever,6.4,163,,,,,,Team Todd,,,,,,
0,45767,English,0.339757,25-10-2002,0,01:35,Released,Time Changer,5.2,9,,,,,,Christiano Film Group,,,,,,
0,14823,English,3.060685,01-12-2006,0,01:25,Released,London to Brighton,6.5,34,,,,,,Steel Mill Pictures,LTB Films Limited,Wellington Films,,,,
0,367551,English,5.023091,11-12-2015,0,01:26,Released,American Hero,5,62,,,,,,Screen Media Films,Vertigo Films,Protagonist Pictures,,,,
0,343409,English,0.504251,26-06-2015,0,01:30,Released,Windsor Drive,2,1,,,,,,Absinthe Productions,,,,,,
800000,60243,Persian,12.049373,15-03-2011,0,02:03,Released,A Separation,7.7,469,,,,,,Asghar Farhadi Productions,Dreamlab Films,MPA APSA Academy Film Fund,,,,
0,57294,English,0.108135,01-06-2009,0,01:33,Rumored,Crying with Laughter,7,1,,,,,,Scottish Screen,EM Media,BBC Scotland,Synchronicity Films,,,
0,11446,English,5.870319,24-05-1995,0,01:28,Released,Welcome to the Dollhouse,6.9,103,,,,,,[],,,,,,
800000,47889,English,0.59424,08-10-1993,1001437,01:54,Released,Ruby in Paradise,5.6,10,,,,,,Ruby in Paradise,Full Crew/Say Yea,,,,,
800000,25461,English,3.643662,16-05-2002,2816116,01:28,Released,Raising Victor Vargas,7.8,13,,,,,,[],,,,,,
0,905,German,1.824184,30-01-1929,0,01:49,Released,Pandora's Box,7.6,45,,,,,,Nero Films,,,,,,
0,279759,English,0.006943,01-01-2008,0,00:00,Released,Harrison Montgomery,0,0,,,,,,[],,,,,,
0,78705,English,0.038706,21-09-2004,0,01:23,Released,Live-In Maid,7.8,3,,,,,,Libido Cine,Aquafilms,Filmanova,,,,
0,25212,English,2.171288,10-03-2000,0,01:41,Released,Deterrence,6.1,7,,,,,,Battleplan Productions,TF1 International,Moonstone Entertainment,,,,
800000,26899,English,5.292536,17-01-2003,62852,01:34,Released,The Mudge Boy,7.3,23,,,,,,[],,,,,,
0,146269,English,0.004922,12-03-2000,0,01:27,Released,The Young Unknowns,0,0,,,,,,[],,,,,,
0,292483,English,1.186971,23-09-2014,0,01:30,Released,Not Cool,3.7,25,,,,,,Steeltown Entertainment,Point Park University,Shaderville,,,,
800000,14451,Norwegian,11.205726,09-01-2009,1984662,01:31,Released,Dead Snow,6.1,311,,,,,,Euforia Film,FilmCamp,Miho Film,Barentsfilm,,,
780000,10105,English,6.003418,11-09-2003,0,01:30,Released,Saints and Soldiers,6.6,98,,,,,,Excel Entertainment,,,,,,
0,211557,English,0.322553,28-10-2012,0,00:14,Released,Vessel,5.9,8,,,,,,Baker's Dozen Productions,,,,,,
777000,838,English,19.326115,01-08-1973,140000000,01:50,Released,American Graffiti,6.9,324,,,,,,Lucasfilm,Universal Pictures,The Coppola Company,,,,
0,40862,English,1.517771,01-01-2006,0,01:15,Released,Iraq for Sale: The War Profiteers,8,6,,,,,,[],,,,,,
0,13158,English,1.453146,13-04-2007,0,01:26,Released,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.5,35,,,,,,Warner Bros.,Williams Street,First Look Pictures,Cartoon Network,,,
750000,84332,English,25.186002,08-06-2012,4007792,01:25,Released,Safety Not Guaranteed,6.8,556,,,,,,Duplass Brothers Productions,Big Beach Films,,,,,
0,74510,English,5.498834,09-09-2011,0,01:29,Released,Kevin Hart: Laugh at My Pain,7.7,43,,,,,,Comedy Central Films,Codeblack Entertainment,Hartbeat Productions,,,,
500000,74725,English,12.203041,02-09-2011,171760,01:35,Released,Kill List,6,210,,,,,,Rook Films,Warp X,,,,,
750000,58428,English,14.386807,01-12-2011,78396,01:42,Released,The Innkeepers,5.4,219,,,,,,Glass Eye Pix,Dark Sky Films,,,,,
750000,8416,Italian,8.429295,21-10-1970,0,01:47,Released,The Conformist,7.6,127,,,,,,Paramount Pictures,Mars Films,Marianne Productions,Maran Film,,,
500000,36584,English,0.471264,09-05-2002,0,01:28,Released,Interview with the Assassin,5.6,5,,,,,,Magnolia Pictures,,,,,,
0,13429,English,3.283886,18-07-2008,0,01:39,Released,Donkey Punch,4.5,52,,,,,,Warp X,Madman Entertainment,,,,,
750000,9022,English,12.284939,15-02-2008,0,01:30,Released,All the Boys Love Mandy Lane,5.7,209,,,,,,Occupant Films,,,,,,
0,22530,English,1.039149,01-01-2008,0,01:35,Released,Bled,3.8,4,,,,,,[],,,,,,
730000,288,English,18.644023,27-03-1952,8000000,01:25,Released,High Noon,7.6,334,,,,,,United Artists,Stanley Kramer Productions,,,,,
700000,14275,English,9.188431,12-09-1994,7830611,02:51,Released,Hoop Dreams,7.7,87,,,,,,Fine Line Features,Kartemquin Films,,,,,
0,2287,English,1.623769,15-01-2005,0,01:26,Released,Rize,5.9,13,,,,,,David LaChapelle Studios,HSI Productions,Darkfibre Entertainment Ltd.,Got Films,,,
700000,18734,English,7.731064,20-01-2001,1667192,01:37,Released,L.I.E.,6.7,31,,,,,,[],,,,,,
0,206197,English,2.868942,10-04-2015,0,01:44,Released,The Sisterhood of Night,6.5,31,,,,,,[],,,,,,
0,26837,English,0.631571,29-07-2009,0,01:24,Released,B-Girl,5.5,7,,,,,,Two Camels Films,,,,,,
700000,7859,English,12.378031,11-08-2006,4911725,01:47,Released,Half Nelson,6.5,240,,,,,,Thinkfilm,Hunting Lane Films,Journeyman Pictures,Original Media,,,
700000,302579,English,0.578798,08-10-1999,10508,01:47,Released,Naturally Native,0,0,,,,,,Red-horse Native,,,,,,
0,51955,English,0.003142,11-09-1997,0,01:32,Released,Hav Plenty,0,0,,,,,,[],,,,,,
750000,376004,English,1.471139,05-01-2016,0,01:20,Released,Adulterers,5.2,16,,,,,,[],,,,,,
650,158752,English,1.352222,11-10-2013,0,01:30,Released,Escape from Tomorrow,4.8,87,,,,,,Mankurt Media,,,,,,
0,40658,English,0.429083,30-09-2009,0,01:43,Released,Starsuckers,6.2,5,,,,,,[],,,,,,
0,296943,English,0.045648,31-10-2014,0,01:10,Released,The Hadza:  Last of the First,0,0,,,,,,[],,,,,,
0,118612,English,4.596157,27-08-2012,0,01:30,Released,After,5.6,63,,,,,,Seabourne Pictures,Quite Quick Productions,,,,,
625000,138976,English,0.283059,16-05-2013,0,01:08,Released,Treachery,4.8,5,,,,,,[],,,,,,
700000,323967,English,2.659006,13-03-2015,0,01:27,Released,Walter,5.3,26,,,,,,[],,,,,,
609000,3080,English,3.898498,06-09-1935,3202000,01:41,Released,Top Hat,7.4,59,,,,,,RKO Radio Pictures,,,,,,
60000,2667,English,41.690578,14-07-1999,248000000,01:21,Released,The Blair Witch Project,6.3,1055,,,,,,Artisan Entertainment,Haxan Films,,,,,
600000,9459,English,3.409764,26-03-1970,34505110,03:45,Released,Woodstock,7.1,66,,,,,,Wadleigh-Maurice,Warner Bros.,,,,,
600000,11598,English,10.861167,10-08-1977,0,01:23,Released,The Kentucky Fried Movie,6.4,66,,,,,,Kentucky Fried Theatre,,,,,,
0,26916,English,0.099902,31-10-2000,0,01:46,Released,Mercy Streets,5.5,2,,,,,,[],,,,,,
0,181940,English,0.006069,20-07-2007,0,01:43,Released,Carousel of Revenge,0,0,,,,,,The Picture Factory,B.Sting Entertainment,,,,,
0,125263,English,0.069277,18-04-1998,0,01:30,Released,Broken Vessels,6,2,,,,,,[],,,,,,
0,263503,English,0.350557,02-05-2014,0,00:00,Released,Water & Power,3,1,,,,,,[],,,,,,
522360,324322,French,0.071349,13-10-2015,0,01:45,Released,They Will Have to Kill Us First,5,1,,,,,,Spring Films,Together Films,Mojo Musique,,,,
0,331493,English,0.012942,01-01-2014,0,00:00,Released,Light from the Darkroom,0,0,,,,,,[],,,,,,
0,375950,French,2.651304,23-03-2016,0,01:42,Released,The Country Doctor,6,63,,,,,,France 2 Cin\u00e9ma,Le Pacte,31 Juin Films,Cinefrance,,,
0,278348,English,1.501688,08-08-2014,0,01:38,Released,The Maid's Room,4.8,4,,,,,,[],,,,,,
